pop_cd,year,month,avg_score,avg_rat,city,sex,ages,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment
L023,2017,7,792,3,인천,,30대,498000,4.24,2.25,1680000,80020000,68610000,53000000,1470000,4640000,2900000,1580000,6750000,35700000,24140000,27680000,86660000,969000,256000
L023,2017,8,792,3,인천,,30대,501000,4.24,2.25,1760000,80810000,69550000,53770000,1470000,4650000,2890000,1590000,6930000,36010000,24600000,28090000,87110000,1003000,276000
L023,2017,9,793,3,인천,,30대,501000,4.25,2.26,1730000,81010000,69830000,54060000,1470000,4670000,2870000,1610000,7070000,36020000,24730000,28420000,86870000,996000,250000
L023,2017,10,793,3,인천,,30대,501000,4.25,2.26,1710000,81920000,70410000,54470000,1480000,4660000,2880000,1620000,7130000,36120000,25160000,28630000,87400000,991000,257000
L023,2017,11,793,3,인천,,30대,500000,4.24,2.26,1710000,82350000,70890000,54820000,1490000,4660000,2890000,1650000,7120000,36340000,25420000,28910000,87800000,964000,256000
L023,2017,12,793,3,인천,,30대,500000,4.24,2.26,1740000,82960000,71200000,55040000,1500000,4690000,2910000,1660000,7190000,36810000,25210000,29360000,87700000,983000,286000
L033,2016,1,762,4,대전,,30대,239000,4.63,2.57,1560000,61600000,51490000,38850000,1160000,3900000,1900000,830000,8540000,22720000,18520000,24870000,64650000,866000,237000
L033,2016,2,808,3,대전,,30대,251000,4.37,2.32,1540000,67970000,56840000,43170000,1290000,3970000,2200000,810000,9610000,25260000,20100000,26220000,71600000,873000,246000
L033,2016,3,808,3,대전,,30대,251000,4.39,2.32,1470000,68080000,56950000,43070000,1310000,3990000,2240000,860000,9590000,25230000,20250000,26280000,71640000,840000,220000
L033,2016,4,808,3,대전,,30대,251000,4.39,2.33,1620000,68220000,56970000,42990000,1300000,4010000,2250000,880000,9630000,24880000,20600000,26400000,71540000,922000,251000
L033,2016,5,808,3,대전,,30대,250000,4.38,2.33,1560000,68580000,57360000,43200000,1310000,4040000,2250000,920000,9680000,24770000,21030000,26570000,72040000,895000,239000
L033,2016,6,808,3,대전,,30대,250000,4.38,2.33,1680000,68950000,57930000,43600000,1330000,4090000,2250000,930000,9720000,25010000,21310000,26870000,72940000,971000,253000
L033,2016,7,809,3,대전,,30대,251000,4.37,2.33,1620000,69290000,58370000,43940000,1350000,4070000,2260000,990000,9760000,25200000,21520000,26990000,73520000,944000,241000
L033,2016,8,810,3,대전,,30대,251000,4.37,2.33,1660000,69970000,59050000,44480000,1360000,4090000,2260000,1010000,9790000,25610000,21740000,27220000,74450000,961000,256000
L033,2016,9,810,3,대전,,30대,251000,4.37,2.33,1690000,70280000,59490000,44710000,1360000,4090000,2360000,1040000,9790000,25980000,21820000,27360000,74930000,980000,242000
L033,2016,10,810,3,대전,,30대,251000,4.37,2.33,1610000,70460000,59780000,44890000,1370000,4100000,2350000,1070000,9840000,26000000,22060000,27530000,75100000,929000,234000
L033,2016,11,810,3,대전,,30대,251000,4.36,2.33,1690000,70700000,60430000,45410000,1380000,4120000,2380000,1110000,9920000,26200000,22420000,27870000,76100000,973000,259000
L033,2016,12,810,3,대전,,30대,251000,4.37,2.33,1680000,71100000,60770000,45590000,1400000,4160000,2400000,1140000,9970000,26090000,22800000,28040000,76660000,963000,264000
L033,2017,1,810,3,대전,,30대,250000,4.35,2.33,1750000,71460000,61100000,45630000,1410000,4230000,2450000,1170000,10020000,26010000,23170000,28080000,77170000,1023000,260000
L033,2017,2,810,3,대전,,30대,243000,4.37,2.34,1700000,70250000,60040000,44500000,1450000,4260000,2500000,1360000,9860000,25690000,22560000,27820000,75800000,986000,258000
L033,2017,3,810,3,대전,,30대,243000,4.37,2.34,1580000,70330000,60120000,44440000,1460000,4250000,2530000,1380000,9920000,25740000,22540000,27990000,75810000,912000,239000
L033,2017,4,810,3,대전,,30대,242000,4.38,2.35,1760000,70740000,60240000,44470000,1470000,4310000,2510000,1380000,9890000,25800000,22630000,28140000,75850000,1016000,267000
L033,2017,5,810,3,대전,,30대,242000,4.37,2.35,1690000,70980000,60240000,44470000,1490000,4310000,2490000,1370000,9900000,26460000,21960000,28760000,75490000,981000,256000
L033,2017,6,810,3,대전,,30대,241000,4.37,2.35,1840000,71180000,60390000,44550000,1490000,4330000,2460000,1370000,9940000,26870000,21660000,29250000,75550000,1069000,276000
L033,2017,7,810,3,대전,,30대,241000,4.36,2.35,1720000,71790000,60830000,45100000,1500000,4310000,2440000,1350000,9950000,27380000,21570000,29730000,75630000,1006000,257000
L033,2017,8,810,3,대전,,30대,241000,4.35,2.35,1800000,71880000,60990000,45250000,1510000,4330000,2400000,1360000,10040000,27420000,21600000,29870000,75270000,1047000,270000
L033,2017,9,811,3,대전,,30대,240000,4.36,2.35,1770000,72050000,61220000,45410000,1510000,4340000,2380000,1370000,10190000,27360000,21740000,29850000,75260000,1036000,250000
L033,2017,10,811,3,대전,,30대,240000,4.36,2.35,1770000,72320000,61570000,45750000,1520000,4340000,2350000,1350000,10270000,27360000,22010000,29960000,75520000,1038000,261000
L033,2017,11,811,3,대전,,30대,240000,4.35,2.35,1770000,72440000,61690000,45840000,1550000,4350000,2330000,1380000,10290000,27430000,22020000,30110000,75520000,1021000,256000
L033,2017,12,811,3,대전,,30대,239000,4.35,2.35,1790000,72500000,61910000,46090000,1570000,4350000,2330000,1390000,10340000,27610000,22000000,30340000,75670000,1036000,286000
L043,2016,1,766,3,대구,,30대,339000,4.8,2.68,1500000,71480000,60690000,45680000,1170000,3980000,2760000,750000,8010000,27490000,23410000,23710000,83990000,840000,251000
L043,2016,2,809,3,대구,,30대,371000,4.41,2.35,1410000,79710000,68290000,51650000,1290000,3980000,3330000,740000,8790000,31430000,26110000,25240000,93800000,806000,246000
L043,2016,3,810,3,대구,,30대,370000,4.43,2.35,1360000,78480000,67450000,51040000,1260000,3900000,3280000,770000,9640000,30380000,25520000,25190000,94350000,782000,219000
L043,2016,4,810,3,대구,,30대,369000,4.42,2.36,1490000,78740000,67830000,51310000,1260000,3910000,3280000,790000,9670000,30530000,25720000,25350000,94710000,847000,251000
L043,2016,5,810,3,대구,,30대,369000,4.42,2.36,1440000,79350000,68270000,51670000,1280000,3960000,3300000,810000,9670000,30760000,25910000,25650000,95010000,828000,242000
L043,2016,6,810,3,대구,,30대,368000,4.42,2.36,1570000,80050000,69060000,52310000,1300000,3990000,3330000,840000,9720000,31110000,26250000,26000000,95880000,914000,256000
L043,2016,7,810,3,대구,,30대,368000,4.4,2.36,1510000,80160000,69400000,52360000,1310000,4010000,3340000,960000,9800000,31830000,25780000,25800000,96560000,883000,247000
L043,2016,8,811,3,대구,,30대,368000,4.4,2.36,1540000,81070000,69750000,52610000,1330000,4030000,3370000,980000,9800000,32740000,25210000,25890000,96680000,892000,264000
L043,2016,9,811,3,대구,,30대,367000,4.41,2.37,1580000,81370000,70120000,52760000,1340000,4070000,3430000,1020000,9820000,33370000,24920000,26200000,96840000,918000,244000
L043,2016,10,811,3,대구,,30대,368000,4.41,2.36,1480000,81680000,70470000,53000000,1350000,4090000,3470000,1020000,9910000,33260000,25300000,26260000,97210000,857000,235000
L043,2016,11,811,3,대구,,30대,368000,4.41,2.37,1560000,81970000,70840000,53060000,1370000,4110000,3530000,1050000,9890000,33490000,25440000,26290000,97910000,899000,260000
L043,2016,12,811,3,대구,,30대,367000,4.42,2.37,1560000,82170000,71010000,52880000,1390000,4170000,3620000,1070000,9940000,33660000,25370000,26430000,98210000,898000,268000
L043,2017,1,812,3,대구,,30대,366000,4.4,2.37,1640000,81860000,70830000,52480000,1400000,4230000,3750000,1090000,9940000,33540000,25310000,26390000,98240000,959000,268000
L043,2017,2,812,3,대구,,30대,363000,4.45,2.4,1610000,82120000,70870000,52270000,1430000,4260000,3820000,1240000,9970000,33360000,25510000,26340000,98550000,950000,268000
L043,2017,3,812,3,대구,,30대,362000,4.45,2.4,1510000,82170000,71060000,52220000,1440000,4300000,3850000,1260000,9960000,33320000,25740000,26540000,98890000,879000,244000
L043,2017,4,813,3,대구,,30대,361000,4.46,2.41,1670000,81980000,71030000,52080000,1460000,4350000,3830000,1250000,9980000,33220000,25770000,26800000,99180000,968000,274000
L043,2017,5,812,3,대구,,30대,361000,4.46,2.42,1580000,82330000,71510000,52300000,1470000,4400000,3830000,1270000,10010000,33470000,25970000,26980000,99850000,928000,264000
L043,2017,6,812,3,대구,,30대,360000,4.46,2.42,1750000,82480000,71680000,52350000,1480000,4460000,3800000,1280000,10040000,33460000,26120000,27000000,100100000,1019000,282000
L043,2017,7,812,3,대구,,30대,360000,4.44,2.42,1630000,82600000,72020000,52550000,1500000,4470000,3810000,1270000,10080000,33550000,26320000,27040000,100590000,954000,261000
L043,2017,8,813,3,대구,,30대,361000,4.45,2.43,1710000,82850000,72250000,52820000,1520000,4460000,3780000,1260000,10300000,33820000,26050000,27500000,99700000,1005000,281000
L043,2017,9,813,3,대구,,30대,361000,4.47,2.43,1720000,82630000,72080000,52680000,1510000,4460000,3810000,1270000,10450000,34230000,25350000,28010000,98730000,1010000,257000
L043,2017,10,813,3,대구,,30대,361000,4.47,2.44,1680000,82790000,72350000,52900000,1520000,4460000,3780000,1250000,10530000,34280000,25480000,28390000,98730000,988000,273000
L043,2017,11,813,3,대구,,30대,360000,4.47,2.44,1690000,83020000,72560000,52970000,1530000,4490000,3870000,1270000,10570000,35100000,24820000,28630000,98650000,980000,270000
L043,2017,12,813,3,대구,,30대,360000,4.48,2.44,1730000,83390000,72670000,53010000,1540000,4520000,3930000,1270000,10590000,35380000,24620000,28700000,98320000,1000000,299000
L053,2016,1,752,4,광주,,30대,223000,5.17,2.68,1540000,60160000,51480000,35950000,1100000,4140000,1510000,810000,10060000,21870000,17890000,23600000,65130000,844000,258000
L053,2016,2,798,3,광주,,30대,246000,4.84,2.39,1480000,66450000,56720000,40530000,1200000,4160000,1690000,790000,10430000,23890000,20600000,25330000,70840000,834000,251000
L053,2016,3,798,3,광주,,30대,246000,4.87,2.38,1420000,66800000,56930000,40540000,1200000,4180000,1700000,870000,10470000,23750000,20920000,25610000,70830000,803000,226000
L053,2016,4,798,3,광주,,30대,245000,4.88,2.39,1580000,67180000,57300000,40740000,1200000,4210000,1710000,890000,10530000,23880000,21110000,25920000,71170000,880000,267000
L053,2016,5,798,3,광주,,30대,244000,4.88,2.39,1520000,67740000,58030000,41240000,1200000,4230000,1730000,920000,10570000,24200000,21470000,26360000,72060000,863000,253000
L053,2016,6,798,3,광주,,30대,244000,4.88,2.39,1640000,68390000,58640000,41650000,1220000,4270000,1740000,940000,10680000,24600000,21570000,26800000,72750000,932000,265000
L053,2016,7,799,3,광주,,30대,244000,4.87,2.39,1570000,68910000,59190000,41950000,1220000,4290000,1740000,980000,10720000,24900000,21780000,26940000,73410000,901000,251000
L053,2016,8,800,3,광주,,30대,244000,4.88,2.39,1620000,69520000,60010000,42550000,1230000,4300000,1740000,990000,10750000,25310000,22150000,27200000,74440000,920000,272000
L053,2016,9,800,3,광주,,30대,243000,4.89,2.39,1640000,69900000,60510000,42860000,1240000,4340000,1860000,1020000,10750000,25870000,22080000,27430000,74890000,935000,248000
L053,2016,10,800,3,광주,,30대,243000,4.89,2.39,1560000,70940000,60610000,42810000,1240000,4340000,1890000,1020000,10760000,25940000,22110000,27500000,74670000,888000,243000
L053,2016,11,800,3,광주,,30대,243000,4.63,2.39,1660000,71290000,60980000,42890000,1260000,4370000,1920000,1050000,10740000,26410000,22010000,27740000,75110000,942000,275000
L053,2016,12,800,3,광주,,30대,242000,4.64,2.39,1660000,71820000,61170000,42720000,1280000,4430000,1950000,1090000,10760000,26370000,22220000,27800000,75580000,944000,283000
L053,2017,1,801,3,광주,,30대,242000,4.63,2.39,1730000,72080000,61440000,42730000,1280000,4490000,1960000,1100000,10790000,26270000,22560000,27810000,75920000,992000,282000
L053,2017,2,801,3,광주,,30대,242000,4.67,2.41,1690000,71760000,61040000,42150000,1280000,4480000,1980000,1250000,10860000,26020000,22350000,27650000,75520000,978000,269000
L053,2017,3,802,3,광주,,30대,241000,4.69,2.4,1560000,71700000,61210000,42250000,1290000,4490000,1970000,1270000,10900000,26230000,22290000,27710000,75860000,894000,249000
L053,2017,4,802,3,광주,,30대,240000,4.7,2.41,1750000,71560000,61360000,42190000,1300000,4580000,1970000,1270000,10880000,26510000,22170000,27960000,76110000,1000000,286000
L053,2017,5,802,3,광주,,30대,240000,4.69,2.41,1680000,71630000,61570000,42340000,1320000,4620000,1950000,1280000,10900000,26770000,22080000,28190000,76250000,968000,273000
L053,2017,6,802,3,광주,,30대,240000,4.69,2.42,1830000,71460000,61560000,42220000,1340000,4660000,1910000,1300000,10890000,26790000,22040000,28420000,76180000,1058000,286000
L053,2017,7,802,3,광주,,30대,240000,4.69,2.42,1700000,71650000,61750000,42350000,1340000,4650000,1900000,1280000,10940000,26990000,22000000,28660000,76180000,985000,266000
L053,2017,8,802,3,광주,,30대,239000,4.69,2.42,1790000,71760000,61770000,42410000,1350000,4650000,1850000,1300000,10970000,27240000,21720000,28930000,75520000,1030000,283000
L053,2017,9,802,3,광주,,30대,239000,4.7,2.43,1760000,72360000,62120000,42750000,1350000,4630000,1850000,1320000,11060000,27350000,21890000,29310000,75430000,1025000,258000
L053,2017,10,803,3,광주,,30대,239000,4.7,2.43,1770000,73020000,62590000,43230000,1350000,4620000,1850000,1330000,11120000,27680000,21990000,29660000,75680000,1026000,276000
L053,2017,11,802,3,광주,,30대,239000,4.69,2.44,1750000,74640000,63240000,44030000,1370000,4630000,1840000,1340000,11090000,28000000,22300000,29620000,76030000,1002000,266000
L053,2017,12,802,3,광주,,30대,238000,4.69,2.44,1790000,75150000,64060000,44580000,1370000,4680000,1840000,1370000,11230000,28020000,22970000,29740000,77130000,1029000,301000
L063,2016,1,758,4,부산,,30대,480000,4.95,2.69,1540000,65700000,55340000,41670000,1300000,4090000,2670000,940000,6570000,28280000,18570000,22280000,75810000,832000,276000
L063,2016,2,801,3,부산,,30대,523000,4.57,2.36,1480000,72590000,61260000,46430000,1430000,4160000,3140000,950000,7280000,31300000,20580000,23740000,83350000,813000,268000
L063,2016,3,801,3,부산,,30대,524000,4.59,2.36,1400000,72850000,61390000,46420000,1440000,4190000,3160000,1010000,7320000,31190000,20750000,23860000,83600000,773000,239000
L063,2016,4,801,3,부산,,30대,523000,4.59,2.36,1550000,73140000,61780000,46740000,1430000,4190000,3160000,1050000,7330000,31180000,21160000,24010000,83930000,850000,274000
L063,2016,5,801,3,부산,,30대,522000,4.58,2.36,1490000,73990000,62640000,47380000,1440000,4230000,3210000,1080000,7360000,31510000,21640000,24210000,85060000,830000,261000
L063,2016,6,801,3,부산,,30대,522000,4.58,2.37,1600000,74870000,63490000,47940000,1450000,4250000,3230000,1130000,7430000,31930000,22000000,24510000,86000000,896000,278000
L063,2016,7,802,3,부산,,30대,523000,4.56,2.37,1560000,75420000,64180000,48440000,1460000,4240000,3290000,1180000,7500000,32160000,22390000,24640000,86900000,879000,266000
L063,2016,8,803,3,부산,,30대,523000,4.57,2.37,1590000,76100000,64930000,49070000,1460000,4250000,3310000,1220000,7530000,32610000,22650000,24790000,87790000,893000,281000
L063,2016,9,803,3,부산,,30대,523000,4.58,2.38,1620000,77020000,65860000,49670000,1470000,4280000,3460000,1260000,7550000,33100000,23060000,25000000,88840000,913000,263000
L063,2016,10,803,3,부산,,30대,523000,4.58,2.37,1540000,77640000,66300000,49980000,1480000,4280000,3550000,1270000,7580000,33340000,23230000,25130000,89320000,865000,255000
L063,2016,11,803,3,부산,,30대,522000,4.56,2.38,1620000,78830000,67330000,50770000,1490000,4280000,3630000,1300000,7650000,33870000,23660000,25510000,90620000,907000,286000
L063,2016,12,803,3,부산,,30대,522000,4.57,2.37,1620000,79610000,68020000,51050000,1500000,4340000,3820000,1350000,7670000,34060000,24130000,25740000,91540000,906000,293000
L063,2017,1,804,3,부산,,30대,520000,4.55,2.37,1680000,80330000,68430000,51080000,1510000,4360000,3980000,1370000,7750000,34140000,24390000,25900000,92140000,959000,289000
L063,2017,2,805,3,부산,,30대,517000,4.61,2.41,1650000,81740000,69450000,51500000,1520000,4390000,4080000,1550000,7810000,34310000,25180000,26250000,93420000,940000,288000
L063,2017,3,805,3,부산,,30대,517000,4.61,2.41,1540000,82110000,69810000,51960000,1530000,4380000,4100000,1580000,7830000,34600000,25230000,26580000,93820000,872000,265000
L063,2017,4,806,3,부산,,30대,516000,4.62,2.42,1710000,82590000,70350000,52330000,1530000,4520000,4120000,1560000,7880000,34810000,25520000,26830000,94700000,966000,294000
L063,2017,5,806,3,부산,,30대,515000,4.59,2.42,1640000,83150000,70970000,52890000,1540000,4540000,4110000,1560000,7940000,35110000,25780000,27130000,95410000,938000,284000
L063,2017,6,806,3,부산,,30대,515000,4.6,2.42,1790000,83650000,71340000,53180000,1560000,4570000,4060000,1580000,7950000,35130000,26120000,27300000,95880000,1012000,306000
L063,2017,7,806,3,부산,,30대,514000,4.59,2.42,1680000,84420000,71980000,53780000,1570000,4580000,4040000,1560000,8000000,35230000,26590000,27680000,96380000,957000,285000
L063,2017,8,806,3,부산,,30대,513000,4.59,2.43,1770000,84750000,72340000,54230000,1570000,4580000,4000000,1590000,8120000,35300000,26760000,28230000,95790000,1012000,305000
L063,2017,9,806,3,부산,,30대,513000,4.59,2.43,1730000,85040000,72850000,54670000,1580000,4570000,4020000,1600000,8330000,35130000,27230000,28720000,95750000,994000,275000
L063,2017,10,807,3,부산,,30대,512000,4.59,2.43,1700000,84770000,72600000,54350000,1590000,4560000,4000000,1650000,8460000,36280000,25710000,28850000,95240000,978000,288000
L063,2017,11,807,3,부산,,30대,512000,4.58,2.43,1710000,85100000,73140000,54840000,1620000,4590000,3970000,1670000,8500000,36380000,26100000,28970000,95700000,967000,284000
L063,2017,12,807,3,부산,,30대,510000,4.58,2.43,1750000,85550000,73460000,55160000,1620000,4600000,3980000,1670000,8550000,36440000,26310000,28960000,95970000,988000,311000
L073,2016,1,761,4,울산,,30대,180000,4.63,2.54,1520000,74720000,63920000,44350000,1060000,4490000,4160000,840000,8270000,30900000,23140000,25120000,82060000,833000,242000
L073,2016,2,803,3,울산,,30대,200000,4.25,2.22,1470000,80690000,69230000,47930000,1150000,4530000,4780000,800000,8820000,33410000,25260000,26070000,88310000,806000,238000
L073,2016,3,804,3,울산,,30대,199000,4.28,2.22,1390000,80260000,68990000,47630000,1160000,4520000,4850000,870000,8830000,33260000,25170000,26120000,87970000,767000,212000
L073,2016,4,804,3,울산,,30대,199000,4.29,2.23,1500000,80540000,69440000,47890000,1160000,4540000,4930000,890000,8870000,33180000,25640000,26240000,88620000,823000,238000
L073,2016,5,804,3,울산,,30대,199000,4.28,2.23,1460000,81790000,70210000,48460000,1180000,4570000,4960000,920000,8920000,33920000,25620000,26640000,89180000,815000,230000
L073,2016,6,804,3,울산,,30대,199000,4.29,2.24,1570000,82720000,70950000,48810000,1190000,4620000,5040000,960000,8970000,34400000,25790000,26780000,89910000,875000,239000
L073,2016,7,804,3,울산,,30대,200000,4.26,2.23,1510000,83150000,71760000,49390000,1210000,4640000,5070000,1010000,9000000,34660000,26290000,26930000,91260000,858000,231000
L073,2016,8,805,3,울산,,30대,200000,4.26,2.24,1540000,83950000,72330000,49870000,1240000,4650000,5070000,1030000,9030000,34750000,26720000,27080000,91870000,861000,243000
L073,2016,9,804,3,울산,,30대,200000,4.27,2.24,1560000,84890000,73240000,50440000,1250000,4690000,5330000,1080000,9070000,35380000,26950000,27350000,92810000,874000,224000
L073,2016,10,804,3,울산,,30대,200000,4.26,2.23,1480000,85510000,74060000,51300000,1260000,4650000,5370000,1090000,9050000,35400000,27760000,27540000,93480000,825000,222000
L073,2016,11,804,3,울산,,30대,200000,4.26,2.23,1540000,86290000,74670000,51640000,1280000,4670000,5450000,1120000,9080000,35680000,28040000,27720000,94200000,859000,240000
L073,2016,12,805,3,울산,,30대,200000,4.26,2.23,1550000,86500000,74830000,51450000,1290000,4740000,5560000,1140000,9140000,35580000,28230000,27850000,94630000,866000,245000
L073,2017,1,805,3,울산,,30대,200000,4.24,2.23,1650000,86960000,75260000,51510000,1300000,4820000,5680000,1150000,9200000,35560000,28630000,28040000,95250000,948000,247000
L073,2017,2,806,3,울산,,30대,197000,4.3,2.26,1610000,87420000,75730000,51740000,1300000,4820000,5790000,1310000,9200000,35780000,28890000,28230000,95980000,911000,248000
L073,2017,3,806,3,울산,,30대,197000,4.3,2.26,1480000,88050000,76290000,52280000,1320000,4850000,5800000,1330000,9200000,36220000,28990000,28610000,96660000,835000,227000
L073,2017,4,806,3,울산,,30대,196000,4.3,2.27,1630000,88910000,76440000,52280000,1330000,4950000,5760000,1340000,9160000,36540000,28890000,28600000,96680000,916000,251000
L073,2017,5,806,3,울산,,30대,196000,4.29,2.27,1560000,89490000,76860000,52630000,1350000,4950000,5720000,1370000,9140000,36630000,29230000,28600000,97430000,883000,239000
L073,2017,6,805,3,울산,,30대,196000,4.29,2.27,1700000,89850000,77240000,52900000,1360000,5010000,5710000,1380000,9130000,36830000,29400000,28620000,98060000,964000,256000
L073,2017,7,805,3,울산,,30대,196000,4.27,2.27,1580000,90810000,78020000,53580000,1370000,5020000,5700000,1380000,9180000,36120000,30830000,28830000,98880000,898000,238000
L073,2017,8,806,3,울산,,30대,196000,4.27,2.27,1680000,91240000,78710000,54310000,1390000,5000000,5680000,1390000,9280000,35950000,31590000,28900000,99110000,948000,263000
L073,2017,9,806,3,울산,,30대,195000,4.28,2.27,1650000,90720000,78650000,54270000,1390000,4990000,5640000,1410000,9430000,36040000,31300000,29430000,98460000,941000,232000
L073,2017,10,806,3,울산,,30대,195000,4.28,2.27,1620000,91080000,78770000,54270000,1410000,4980000,5590000,1610000,9730000,36490000,30650000,30260000,98440000,917000,248000
L073,2017,11,806,3,울산,,30대,195000,4.27,2.28,1630000,91510000,79150000,54620000,1420000,4990000,5580000,1640000,9560000,36940000,30750000,30990000,98550000,916000,244000
L073,2017,12,806,3,울산,,30대,194000,4.28,2.27,1640000,91480000,79130000,54590000,1430000,4980000,5650000,1440000,9650000,37440000,30140000,31140000,98590000,923000,262000
L083,2016,1,757,4,경기,,30대,1887000,4.6,2.56,1580000,68690000,57110000,44480000,1130000,4080000,2450000,990000,7600000,28530000,19300000,26360000,73020000,902000,236000
L083,2016,2,802,3,경기,,30대,2238000,4.14,2.17,1500000,76280000,63370000,50220000,1260000,4060000,2900000,970000,8580000,32130000,20810000,28130000,80870000,868000,227000
L083,2016,3,802,3,경기,,30대,2237000,4.15,2.17,1430000,76960000,63790000,50450000,1260000,4090000,2900000,1040000,8570000,32050000,21330000,28340000,81340000,829000,201000
L083,2016,4,803,3,경기,,30대,2235000,4.15,2.17,1580000,77850000,64380000,51020000,1250000,4090000,2880000,1060000,8560000,31960000,22040000,28530000,81640000,914000,232000
L083,2016,5,803,3,경기,,30대,2236000,4.14,2.17,1530000,78690000,65030000,51530000,1260000,4110000,2870000,1100000,8570000,32060000,22570000,28680000,82340000,892000,223000
L083,2016,6,803,3,경기,,30대,2239000,4.13,2.18,1640000,79850000,65860000,52200000,1270000,4160000,2870000,1120000,8620000,32330000,23060000,29010000,83140000,961000,236000
L083,2016,7,803,3,경기,,30대,2244000,4.12,2.17,1580000,80450000,66560000,52720000,1280000,4170000,2880000,1180000,8630000,32660000,23420000,29250000,84000000,937000,227000
L083,2016,8,804,3,경기,,30대,2248000,4.12,2.18,1620000,81250000,67450000,53460000,1300000,4200000,2870000,1190000,8660000,33150000,23780000,29560000,85040000,952000,242000
L083,2016,9,804,3,경기,,30대,2250000,4.13,2.18,1650000,82320000,68500000,54230000,1300000,4220000,2940000,1220000,8690000,33750000,24220000,29880000,86250000,972000,229000
L083,2016,10,804,3,경기,,30대,2253000,4.13,2.18,1570000,82920000,69100000,54680000,1310000,4210000,2960000,1220000,8720000,33810000,24730000,30030000,86850000,919000,218000
L083,2016,11,804,3,경기,,30대,2255000,4.11,2.18,1660000,83980000,70060000,55360000,1330000,4240000,2990000,1250000,8730000,34220000,25250000,30370000,88030000,972000,242000
L083,2016,12,805,3,경기,,30대,2256000,4.11,2.18,1620000,84750000,70680000,55700000,1340000,4280000,3060000,1280000,8730000,34470000,25620000,30610000,88810000,947000,247000
L083,2017,1,805,3,경기,,30대,2254000,4.1,2.17,1700000,85130000,71070000,55820000,1340000,4330000,3110000,1310000,8770000,34480000,25980000,30710000,89400000,1013000,243000
L083,2017,2,806,3,경기,,30대,2210000,4.19,2.23,1680000,85700000,71500000,55980000,1350000,4330000,3130000,1470000,8750000,34390000,26520000,30800000,90030000,998000,242000
L083,2017,3,806,3,경기,,30대,2212000,4.19,2.22,1560000,85890000,71890000,56290000,1350000,4320000,3130000,1480000,8740000,34560000,26750000,30950000,90630000,929000,224000
L083,2017,4,807,3,경기,,30대,2212000,4.2,2.23,1740000,86010000,72200000,56460000,1360000,4390000,3120000,1490000,8740000,34520000,27100000,31200000,91100000,1031000,248000
L083,2017,5,807,3,경기,,30대,2213000,4.18,2.23,1670000,86540000,72770000,56860000,1360000,4400000,3090000,1500000,8720000,34520000,27700000,31380000,91770000,991000,243000
L083,2017,6,807,3,경기,,30대,2216000,4.18,2.23,1810000,86910000,73070000,57000000,1380000,4450000,3060000,1520000,8720000,34460000,28060000,31630000,92080000,1070000,261000
L083,2017,7,807,3,경기,,30대,2218000,4.17,2.23,1700000,87500000,73800000,57570000,1380000,4490000,3060000,1510000,8760000,34650000,28550000,31970000,92740000,1015000,242000
L083,2017,8,807,3,경기,,30대,2226000,4.17,2.23,1780000,88130000,74660000,58390000,1380000,4490000,3020000,1520000,8960000,34900000,28980000,32600000,92990000,1055000,261000
L083,2017,9,808,3,경기,,30대,2230000,4.18,2.23,1750000,88540000,75230000,58840000,1380000,4490000,2990000,1530000,9150000,35210000,29060000,33360000,92950000,1049000,238000
L083,2017,10,808,3,경기,,30대,2234000,4.18,2.23,1750000,88990000,75870000,59440000,1380000,4470000,2960000,1560000,9250000,35520000,29300000,33840000,93460000,1050000,247000
L083,2017,11,808,3,경기,,30대,2235000,4.17,2.24,1740000,89590000,76550000,59960000,1390000,4490000,2960000,1600000,9280000,35850000,29620000,34260000,93970000,1022000,241000
L083,2017,12,808,3,경기,,30대,2236000,4.17,2.24,1770000,90150000,77040000,60350000,1390000,4510000,2980000,1610000,9340000,36110000,29800000,34610000,94450000,1042000,271000
L093,2016,1,743,4,강원,,30대,179000,4.31,2.41,1470000,48520000,40890000,27980000,930000,5140000,1390000,800000,8460000,17090000,13770000,22830000,49480000,759000,239000
L093,2016,2,786,3,강원,,30대,191000,4.01,2.12,1450000,52790000,44490000,30400000,1050000,5200000,1660000,820000,9110000,18510000,15110000,23780000,54530000,754000,240000
L093,2016,3,787,3,강원,,30대,190000,4.03,2.12,1380000,53270000,44630000,30380000,1060000,5230000,1680000,870000,9110000,18500000,15240000,23970000,54510000,717000,217000
L093,2016,4,787,3,강원,,30대,190000,4.04,2.13,1530000,53500000,44880000,30570000,1060000,5260000,1700000,900000,9110000,18410000,15580000,24060000,54860000,800000,251000
L093,2016,5,787,3,강원,,30대,190000,4.04,2.13,1470000,54410000,45310000,30870000,1060000,5290000,1710000,920000,9090000,18560000,15880000,24200000,55240000,773000,235000
L093,2016,6,788,3,강원,,30대,190000,4.04,2.13,1580000,54760000,45740000,31080000,1070000,5370000,1720000,940000,9090000,18700000,16140000,24470000,55650000,837000,249000
